label,point
8720j1,"(71504/121, 2621440/1331)"
8720j2,"(3280, 139520)"
8720k1,"(14, 64)"
8720l1,"(50, 320)"
8721b1,"(13, 47)"
8721d1,"(18, -86)"
8721e1,"(8, 15)"
8722m1,"(83, 582)"
8722m2,"(-103, 100)"
8722n1,"(88, -730)"
8725a1,"(43/4, 303/8)"
8725a2,"(-3, 126)"
8725b1,"(48313/256, 76077/4096)"
8725c1,"(77/4, 121/8)"
8725d1,"(230345/4, 110546871/8)"
8729a1,"(-41/4, 725/8)"
8729a2,"(423/4, 6309/8)"
8729b1,"(18861/4, 2431327/8)"
8730a1,"(-1, 15)"
8730a2,"(-29, 82)"
8730c1,"(35, 320)"
8730c2,"(33, 296)"
8730d1,"(3, -6)"
8730e1,"(-50, 425)"
8730e2,"(193, 3341)"
8730h1,"(5, 11)"
8730h2,"(-5, 17)"
8730l1,"(-41, 348)"
8730l2,"(-189, 2524)"
8730l3,"(-51, -848)"
8730l4,"(499, -236)"
8730n1,"(-13, 1086)"
8730n2,"(311, -246)"
8730o1,"(-3, 46)"
8730o2,"(19, -204)"
8734d1,"(-17, 72)"
8734e1,"(-1, 6)"
8736a1,"(-1, 12)"
8736b1,"(0, 26)"
8736e1,"(127, 1404)"
8736g1,"(29, -156)"
8736h1,"(138, 486)"
8736i1,"(77, 84)"
8736j1,"(56, 420)"
8736j2,"(1439/25, 50862/125)"
8736j3,"(1, 60)"
8736j4,"(221/4, 3405/8)"
8736o1,"(96, 494)"
8736o2,"(1279, 44460)"
8736p1,"(2, 14)"
8736p2,"(-16, 81)"
8736q1,"(427, 8748)"
8736r1,"(11, -84)"
8736s1,"(402, 7840)"
8736s2,"(-19, 364)"
8736s3,"(-227, 6552)"
8736s4,"(9969/25, -989072/125)"
8736t1,"(24, -98)"
8736u1,"(1, 12)"
8736v1,"(116, 420)"
8736v2,"(4679, 318990)"
8736v3,"(-126, 243)"
8736v4,"(437/4, 3495/8)"
8736y1,"(-10, 78)"
8736y2,"(42, 39)"
8736z1,"(34, 78)"
8736z2,"(138, 585)"
8736ba1,"(12, 42)"
8736ba2,"(-14, 3)"
8736bb1,"(113, 756)"
8738b1,"(-56/9, 164/27)"
8738b2,"(-29009/900, 421499/27000)"
8738c1,"(-1282, 27004)"
8738c2,"(-6890018/1681, -153424170/68921)"
8738c3,"(-619206729867696/66824835025, 79402030684291919232/17274553978137625)"
8738c4,"(-11909036498646420621554/321377271019146225, 3375624163569963443223282019724/182189245758456038001719625)"
8738d1,"(-18, 14)"
8738d2,"(1542, 59624)"
8739a1,"(6, 15)"
8739b1,"(26, 27)"
8740a1,"(22, 38)"
8740c1,"(12, 35)"
8740c2,"(35, 126)"
8740d1,"(-17, 50)"
8742a1,"(19, -8)"
8742e1,"(-174, 208)"
8742f1,"(2, 0)"
8742i1,"(20, 83)"
8742i2,"(-40, 161)"
8742j1,"(14, -1)"
8745g1,"(-39, 69)"
8745g2,"(-120, 69)"
8745h1,"(12, 49)"
8745i1,"(79, 752)"
8745i2,"(-979/16, -24309/64)"
8745i3,"(1947/4, 14087/8)"
8745i4,"(-151, 4068)"
8747a1,"(7, 2)"
8749a1,"(0, 0)"
8749b1,"(4, -15)"
8752a1,"(-2, 1)"
8752b1,"(0, 2)"
8752c1,"(6, 1)"
8752k1,"(10, 30)"
8754c1,"(38, -15)"
8755a1,"(-6661/4, 214717/8)"
8755a2,"(762, 5806)"
8755a3,"(677, 1641)"
8755a4,"(-44, 39419)"
8756b1,"(4, 11)"
8757b1,"(999/4, 28667/8)"
8757b2,"(-34, 134)"
8757c1,"(0, 63)"
8757d1,"(-27, 121)"
8757d2,"(91, 598)"
8757d3,"(1615/4, 50775/8)"
8757d4,"(1213/16, 44347/64)"
8757e1,"(-9, 0)"
8760c1,"(-4, 90)"
8760c2,"(-2, 100)"
8760d1,"(249/25, 4543/125)"
8760d2,"(-40, 70)"
8760d3,"(32846/25, 5878656/125)"
8760d4,"(1310, 47180)"
8760e1,"(4941277/1369, 11060628632/50653)"
8760f1,"(-1, 24)"
8760h1,"(-14, -30)"
8760h2,"(40, -300)"
8762a1,"(195423, 86291227)"
8762a2,"(19145395549/97969, 2646059859919823/30664297)"
8763b1,"(0, 2)"
8764a1,"(4, 1)"
8766d1,"(-357, 7545)"
8766e1,"(-13, 11)"
8766f1,"(35, 104)"
8766g1,"(3777, 230206)"
8766h1,"(1817, 75191)"
8766i1,"(-13, 857)"
8766j1,"(3, -15)"
8766k1,"(-1, 4)"
8766l1,"(9, 7)"
8766m1,"(59, -70)"
8766n1,"(263/4, 4175/8)"
8766o1,"(107, 1040)"
8766p1,"(27, -135)"
8766p2,"(9, 252)"
8766r1,"(151, 140)"
8766s1,"(565, -301)"
8766t1,"(1, 2)"
8768a1,"(-3, 11)"
8768a2,"(125, 1419)"
8768b1,"(8, 28)"
8768c1,"(232, 388)"
8768d1,"(0, 33)"
8768d2,"(-32/9, 539/27)"
8768m1,"(-1, 32)"
8768m2,"(1, 40)"
8768n1,"(26, 39)"
8770a1,"(22, -111)"
8771b1,"(-7/4, 143/8)"
8772b1,"(5, 15)"
8772b2,"(4, 18)"
8775a1,"(65, 62)"
8775a2,"(10, 687)"
8775b1,"(-10, 31)"
8775c1,"(8, -24)"
8775k1,"(968, -42)"
8775l1,"(40, 214)"
8775m1,"(748, 10201)"
8775n1,"(0, 6)"
8775o1,"(10, 4062)"
8775p1,"(15, -113)"
8777b1,"(-11/4, 651/8)"
8778a1,"(213376/81, 96702704/729)"
8778b1,"(6, 15)"
8778b2,"(-8, 15)"
8778b3,"(-29, 15)"
8778b4,"(31, 107)"
8778f1,"(-7, 246)"
8778f2,"(-79, 1457)"
8778f3,"(563, 11516)"
8778f4,"(-313, 11528)"
8778i1,"(9, -89)"
8778j1,"(2201, 80211)"
8778j2,"(3265, 38939)"
8778j3,"(7744182/529, -85148590/12167)"
8778j4,"(3398, 52638)"
8778l1,"(31, -30)"
8778p1,"(6, 18)"
8778u1,"(550, -671)"
8778u2,"(-646, 26657)"
8778v1,"(2458, -122525)"
8778w1,"(-516, -14526)"
8778w2,"(-488, 15490)"
8778w3,"(-19474/25, -1320914/125)"
8778w4,"(4270, 291130)"
8780b1,"(193/4, 2215/8)"
8784b1,"(-5, 306)"
8784c1,"(11, 18)"
8784d1,"(1041/4, 31415/8)"
8784d2,"(45005/169, -1371960/2197)"
8784d3,"(17, 4680)"
8784d4,"(1747537154/1792921, 89389923930/2400721219)"
8784e1,"(43, 270)"
8784e2,"(-11, 36)"
8784f1,"(299/25, 11718/125)"
8784f2,"(77, 540)"
8784k1,"(309, 5430)"
8784k2,"(30961/100, 5418959/1000)"
8784l1,"(81, 702)"
8784l2,"(385/4, 4823/8)"
8784m1,"(-18, 108)"
8784n1,"(37, 256)"
8784o1,"(143489/100, -33021513/1000)"
8784p1,"(9133/9, 806912/27)"
8784q1,"(7, 54)"
8784r1,"(-23/4, 405/8)"
8784r2,"(-1871/100, 15633/1000)"
8784s1,"(17, 54)"
8784s2,"(41/4, 675/8)"
8784t1,"(7, -18)"
8785a1,"(-8, 17)"
8785b1,"(290, -4393)"
8786a1,"(5, 5)"
8787a1,"(-34, 14)"
8787c1,"(391, 7538)"
8789a1,"(18, 7)"
8790a1,"(-33/4, 195/8)"
8790a2,"(-97/4, 131/8)"
8790a3,"(5669/16, 355437/64)"
8790a4,"(1343/4, 47651/8)"
8790e1,"(-67, 96)"
8790h1,"(75, 37)"
8790h2,"(-6, -935)"
8790i1,"(-6, 10)"
8790j1,"(-17, 22)"
8790j2,"(37, 184)"
8790k1,"(13, -17)"
8790q1,"(40, -980)"
8791a1,"(46/9, 229/27)"
8792b1,"(38, 228)"
8794a1,"(5, 5)"
8796a1,"(-17, 27)"
8796a2,"(-18, 26)"
8798a1,"(714, 8149)"
8800a1,"(545/4, 12375/8)"
8800a2,"(52945/324, 6601375/5832)"
8800a3,"(45, 125)"
8800a4,"(119314/2025, -39400262/91125)"
8800b1,"(12, 50)"
8800c1,"(253/4, 20625/8)"
8800c2,"(347, 4200)"
8800d1,"(24, 68)"
8800l1,"(-2, 10)"
8800m1,"(25, -110)"
8800u1,"(64, 462)"
8800u2,"(-20, 100)"
8800u3,"(826/9, 8974/27)"
8800u4,"(-19, 154)"
8800v1,"(-28, 6050)"
8800w1,"(397, 6250)"
8800x1,"(71, 508)"
8800y1,"(36, 222)"
8800z1,"(32, 150)"
8800z2,"(72, 525)"
8800ba1,"(50, 250)"
8802a1,"(3, -3)"
8802b1,"(23, 100)"
8802c1,"(3959, 247017)"
8802h1,"(267017/961, 128750715/29791)"
8802j1,"(15, 4)"
8802k1,"(191/4, 2315/8)"
8802l1,"(36839/1444, -5763011/54872)"
8802m1,"(493, 8969)"
8802n1,"(-1, 1)"
8803a1,"(4, 7)"
8805a1,"(98, 937)"
8806c1,"(-3, 2)"
8806d1,"(676, 17410)"
8806d2,"(287, 2687)"
8806f1,"(-84, 700)"
8808b1,"(-3, 3)"
8808e1,"(8, 2)"
8808f1,"(-2, 8)"
8808g1,"(-5, 3)"
8810a1,"(23, -268)"
8810b1,"(6, 7)"
8810c1,"(-5657706156/3659569, 5411421693839/7000755497)"
8810c2,"(71829818006492/22839370129, -123582646719382386367/3451645489485383)"
8810d1,"(29, 137)"
8810d2,"(469/16, 8663/64)"
8810e1,"(10, -25)"
8810e2,"(60, -25)"
8811d1,"(569/4, 975/8)"
8811e1,"(-2, 4)"
8811f1,"(0, 9)"
8814b1,"(-3, 49)"
8814b2,"(-197, 2555)"
8814b3,"(11109/16, 593365/64)"
8814b4,"(-317, 1838)"
8814c1,"(-1, 6)"
8816c1,"(18, 38)"
8816d1,"(10, 38)"
8816e1,"(114, 1102)"
8816e2,"(13474/25, 13718/125)"
8816f1,"(12004/225, 470467/3375)"
8816g1,"(5908/9, 436537/27)"
8816h1,"(2, 38)"
8820a1,"(-56, 147)"
8820a2,"(-181, 22)"
8820a3,"(211, 370)"
8820a4,"(-479/4, 45991/8)"
8820b1,"(4, 15)"
8820b2,"(7, -42)"
8820c1,"(-14, 49)"
8820c2,"(63, -294)"
8820d1,"(1519, 58310)"
8820d2,"(6049/4, -468775/8)"
8820i1,"(784, 22050)"
8820w1,"(0, 14)"
8820x1,"(8, -90)"
8820y1,"(140, -3969)"
8820y2,"(155, -4374)"
8820z1,"(-28, -945)"
8820z2,"(287, -630)"
8820ba1,"(-28, -245)"
8820ba2,"(35, -686)"
8820bb1,"(77, 245)"
8820bb2,"(1085, 28469)"
8820bc1,"(163, 3690)"
8820bc2,"(-1063/4, 40795/8)"
8822b1,"(85, -747)"
8825a1,"(84, 751)"
8825b1,"(27/4, -9/8)"
8825b2,"(-13, 31)"
8825d1,"(1, 5)"
8826a1,"(9, 3)"
8826b1,"(3/4, 1/8)"
8827a1,"(3, -1)"
8827b1,"(5, -25)"
8829b1,"(-4, 5)"
8830a1,"(4, 6)"
8830d1,"(10, -6)"
8832a1,"(-55/16, 1155/64)"
8832a2,"(-9, 176)"
8832b1,"(-3, 4)"
8832b2,"(39, 216)"
8832f1,"(4, 3)"
8832f2,"(11, 12)"
8832g1,"(1123/121, 13320/1331)"
8832g2,"(-47/9, 352/27)"
8833a1,"(54025/36, 12549833/216)"
8834b1,"(253/9, 4916/27)"
8834b2,"(-9, 183)"
8835a1,"(4, 3)"
8835a2,"(-6, 5)"
8835c1,"(2570857249427626/764745003009, -134479935879037440846181/668767210896361473)"
8835c2,"(23663343416/1739761, 3603741159136228/2294744759)"
8835c3,"(16582995318995404259/1194059220846244, 63267365075812668186884731181/41260909813935738511528)"
8835c4,"(1160269/400, -65698837/8000)"
8835d1,"(1954/25, 77723/125)"
8835d2,"(308, 5246)"
8835d3,"(-1/4, 931/8)"
8835d4,"(19681/64, 2690261/512)"
8835e1,"(215770/5929, -127649920/456533)"
8835e2,"(192, 2406)"
8835e3,"(-142, 98)"
8835e4,"(3738465/20449, -5362749599/2924207)"
8835f1,"(-25/4, 287/8)"
8835f2,"(-18, 241)"
8835f3,"(127, 1151)"
8835f4,"(98, -27)"
8835i1,"(523899/1369, -380424723/50653)"
8835i2,"(1531, 57787)"
8835j1,"(5, -31)"
8835j2,"(21, 57)"
8838a1,"(-10, 6)"
8838a2,"(17, 6)"
8838b1,"(451/4, 8189/8)"
8838b2,"(-56, 2188)"
8838c1,"(-16, 44)"
8838c2,"(-13, 47)"
8838d1,"(-5, 10)"
8838d2,"(-17/4, 83/8)"
8838e1,"(-13, 22)"
8838e2,"(-37, 22)"
8840b1,"(-2, 10)"
8840b2,"(102, 1050)"
8840c1,"(48, 150)"
8840c2,"(94, 1020)"
8840d1,"(10, 6)"
8840d2,"(-5, 68)"
8840e1,"(37, 102)"
8840e2,"(62, 204)"
8841a1,"(6, -4)"
8841b1,"(4, 10)"
8841c1,"(9, 16)"
8842a1,"(2, 1)"
8843a1,"(-15, 0)"
8844b1,"(2681710/9, 4391541800/27)"
8844b2,"(107268546529/360000, 35132286378490417/216000000)"
8844c1,"(-9, 22)"
8844d1,"(5, 9)"
8844d2,"(-12, 6)"
8844e1,"(208, 3000)"
8844e2,"(13513/64, 1510875/512)"
8845a1,"(-21/4, 67/8)"
8845a2,"(5, -32)"
8845b1,"(1579, 61551)"
8845b2,"(219, 1141)"
8848c1,"(7, 46)"
8848c2,"(519, 11730)"
8848c3,"(-20557353/152881, -3464426910/59776471)"
8848c4,"(-171, 1904)"
8848d1,"(-15, 224)"
8848d2,"(87, 126)"
8848e1,"(745, 20160)"
8848e2,"(-65, 70)"
8848f1,"(153, 1792)"
8850a1,"(1895, 82415)"
8850a2,"(-57255/169, -12729530/2197)"
8850a3,"(126956295/43681, 147838268735/9129329)"
8850a4,"(1250, 13675)"
8850a5,"(7191435855054375/6274382521, -610112349426206791556875/497000113870931)"
8850a6,"(201020949571242369/175389252025, -90170416585819589842108837/73452141801809875)"
8850b1,"(-155, 1090)"
8850c1,"(1, 1)"
8850f1,"(160, 920)"
8850m1,"(2, -39)"
8850n1,"(118, -58)"
8850o1,"(402, 7936)"
8850o2,"(10941/16, 25609/64)"
8850v1,"(5, 47)"
8850x1,"(2691/4, 136949/8)"
8850y1,"(9, 7)"
8850z1,"(-5, -88)"
8850bb1,"(6, 9)"
8850bc1,"(332, -6166)"
8850bd1,"(82, 34)"
8850bh1,"(-8, 184)"
8852c1,"(-3, 1)"
8854a1,"(-5, 4)"
8854e1,"(-47, 107)"
8854e2,"(-431/9, 2873/27)"
8854e3,"(607/4, 2651/8)"
8854e4,"(-8711/576, 1905055/13824)"
8856c1,"(3, 4)"
8856d1,"(150, 738)"
8856e1,"(227, 2788)"
8856f1,"(6, 18)"
8856k1,"(1, 2)"
8858a1,"(11, -6)"
8859b1,"(-21/4, 35/8)"
8859b2,"(27/4, 83/8)"
8860a1,"(97/9, 1250/27)"
8862a1,"(265/9, -131/27)"
8862a2,"(-14, 59)"
8862a3,"(51, -131)"
8862a4,"(70, 647)"
8862b1,"(5, -24)"
8865a1,"(28, 148)"
8865d1,"(12, -44)"
8865f1,"(164, 562)"
8865g1,"(16, -13)"
8865h1,"(274, 4432)"
8866a1,"(152, 1799)"
8866d1,"(6, 2)"
8866e1,"(100, 120)"
8866j1,"(27, 17)"
8866k1,"(2422, -116469)"
8869g1,"(2834/25, 452/125)"
8869h1,"(-8, 37)"
8869j1,"(2, 2)"
8869k1,"(449/4, 205/8)"
8870a1,"(6, -1)"
8870b1,"(0, 10)"
8874c1,"(28, 130)"
8874d1,"(522, 12411)"
8874e1,"(120, -366)"
8874f1,"(16, -76)"
8874g1,"(127/4, 787/8)"
8874g2,"(671/4, -505/8)"
8874h1,"(165, -355)"
8874i1,"(-27, 42)"
8874i2,"(89, 720)"
8876b1,"(-7, 46)"
8876b2,"(154/9, 4301/27)"
8879a1,"(37/4, 217/8)"
8880d1,"(2, 54)"
8880g1,"(30, 168)"
8880g2,"(-16, 90)"
8880g3,"(-20, 78)"
8880g4,"(42, 108)"
8880h1,"(84, 750)"
8880n1,"(1178, 29214)"
8880o1,"(18, -370)"
8880o2,"(186, -250)"
8880p1,"(69, 370)"
8880p2,"(-15, 970)"
8880q1,"(18, 70)"
8880q2,"(-16, 8)"
8880t1,"(84, -750)"
8880t2,"(250, 2592)"
8880u1,"(6, 24)"
8880v1,"(7, 18)"
8880w1,"(12, 30)"
8880x1,"(455, 170478)"
8880x2,"(1956, 1384614)"
8880x3,"(5289564/121, 197694/1331)"
8880x4,"(7582, 684288)"
8880y1,"(173/4, 675/8)"
8880y2,"(47, 222)"
8880ba1,"(331, 5460)"
8880ba2,"(-340, 390)"
8880ba3,"(2876, 56550)"
8880ba4,"(2220, 99450)"
8880ba5,"(-1262, 90576)"
8880ba6,"(50316/25, -13576914/125)"
8880bb1,"(50, 240)"
8880bc1,"(6, 240)"
8881a1,"(150, 1875)"
8881b1,"(-1, 3)"
8881c1,"(179/4, -171/8)"
8883g1,"(154, 1944)"
8883h1,"(40, -232)"
8885a1,"(1426/9, 52535/27)"
8886b1,"(-667599421/7672900, 913526284977/21253933000)"
8886b2,"(79612842293059/438283720900, -259015853427142419137/290156971747427000)"
8888b1,"(-3393/49, 6/343)"
8888c1,"(9865, 966306)"
8890a1,"(128, -61)"
8890a2,"(-1973/9, 4603/27)"
8890b1,"(-4, 7)"
8890c1,"(11, 19)"
8890c2,"(-20, 27)"
8890d1,"(-79547/361, 756306/6859)"
8890f1,"(-42, 129)"
8890f2,"(-74, 61)"
8890g1,"(7, 1)"
8890h1,"(10, 61)"
8890h2,"(114, -1258)"
8890i1,"(-9, 57)"
8890i2,"(119, 1337)"
8890k1,"(-10, 15)"
8890l1,"(-15, 39)"
8890m1,"(307/4, 3289/8)"
8890n1,"(74, -677)"
8890p1,"(57, -154)"
8891b1,"(541/81, 9719/729)"
8891b2,"(484/9, 11231/27)"
8892c1,"(-2, 6)"
8892d1,"(15, 54)"
8892e1,"(2209/4, 100529/8)"
8892e2,"(340297/484, -82479475/10648)"
8892f1,"(-40, 247)"
8892f2,"(103, 78)"
8892g1,"(4, 99)"
8892n1,"(32, 171)"
8892n2,"(-55, 1287)"
8892o1,"(56, 405)"
8892o2,"(-16, 171)"
8892p1,"(14621/25, 1660581/125)"
8892p2,"(452, 13338)"
8896a1,"(2, 4)"
8896b1,"(4, 16)"
8896c1,"(-17, 24)"
8896d1,"(111, 48)"
8896d2,"(655, 16176)"
8896d3,"(56142047/96721, 524891643216/30080231)"
8896e1,"(25, 96)"
8896i1,"(18, 72)"
8896j1,"(0, 4)"
8896k1,"(11, 12)"
8896l1,"(37, 212)"
8896m1,"(5, 8)"
8896n1,"(501, 10188)"
8896n2,"(245, 1668)"
8896n3,"(-107, 4548)"
8899b1,"(-158/9, 1046/27)"
8900a1,"(10, 225)"
8900a2,"(19, -178)"
8900b1,"(159/25, 1052/125)"
8900c1,"(170603441/21904, 2222242001873/3241792)"
8900c2,"(124493/4, 43918741/8)"
8901b1,"(-4, 13)"
8901d1,"(92, -6)"
8901f1,"(60, 73)"
8904b1,"(39, -162)"
8904c1,"(260, 4200)"
8904c2,"(2347/9, 113050/27)"
8904c3,"(-65859091/902500, -252589077/857375000)"
8904c4,"(37303941/722500, 145751344239/614125000)"
8904e1,"(59, 294)"
8905a1,"(-9967496/208849, -12311921880/95443993)"
8905a2,"(-1109531976353553/6094548813796, 1280699418988099162395/15045697980301578344)"
8905a3,"(-14885781151409417296171357204841/20356627029563934386514256644, 1061962499571853884908337757373081464252074263/2904415390850189893318113484450094489131272)"
8905a4,"(25083724085420722763419191367/1975195993191973912827076, -3989023374900258556902741312452514543127535/2775973359101244407295122030841392824)"
8910a1,"(43, 1426)"
8910a2,"(145, 490)"
8910b1,"(11, 0)"
8910c1,"(35, 76)"
8910h1,"(12, 49)"
8910i1,"(26, 42)"
8910i2,"(422, 7269)"
8910j1,"(11, -61)"
8910j2,"(119, 1271)"
8910k1,"(-23, 451)"
8910k2,"(-143/9, 13511/27)"
8910l1,"(79, 48)"
8910l2,"(7591/9, 169616/27)"
8910m1,"(9, 17)"
8910n1,"(451, -10126)"
8910r1,"(31, -214)"
8911b1,"(-128/9, 182/27)"
8912c1,"(-1, 2)"
8912d1,"(-954/25, 19/125)"
8913a1,"(-2, 4)"
8913b1,"(1, -5)"
8914c1,"(19, -74)"
8916b1,"(38, 243)"
8916c1,"(3, 9)"
8916d1,"(92, 81)"
8916e1,"(-10, 63)"
8916e2,"(1, 105)"
8922b1,"(1, 6)"
8922b2,"(13, 28)"
8922c1,"(2, -7)"
8925a1,"(152, 1687)"
8925a2,"(2957, 157687)"
8925b1,"(80, 2060)"
8925b2,"(319/4, 16439/8)"
8925b3,"(-81/4, 1639/8)"
8925b4,"(3565/16, 316345/64)"
8925b5,"(-5386161/6724, 312953683/551368)"
8925b6,"(2427519/4, -3784629877/8)"
8925i1,"(270, 4327)"
8925i2,"(-100, 312)"
8925i3,"(1209, 30013)"
8925i4,"(-180, 4377)"
8925j1,"(11, 59)"
8925m1,"(93/4, 21/8)"
8925t1,"(147, 1426)"
8925t2,"(1803/4, 46943/8)"
8925t3,"(14043/4, 1528403/8)"
8925t4,"(387, 2356)"
8925u1,"(37, 244)"
8925u2,"(-43, 209)"
8925u3,"(-162, 90)"
8925u4,"(137, 569)"
8925v1,"(4, 1)"
8925w1,"(98, 937)"
8925x1,"(287, 7654)"
8925y1,"(147, -851)"
8925z1,"(37, 244)"
8925z2,"(-53, 289)"
8925bc1,"(-7, -53)"
8926a1,"(1, 2)"
8928a1,"(34, 186)"
8928d1,"(277, 3906)"
8928e1,"(2, 18)"
8928g1,"(5, 6)"
8928h1,"(134, 972)"
8928i1,"(13, 54)"
8929a1,"(2, 0)"
8930a1,"(69, 553)"
8930c1,"(2, 22)"
8930e1,"(1, 7)"
8930f1,"(21, 107)"
8930g1,"(-63, 934)"
8930i1,"(-23, 27)"
8932a1,"(29, 145)"
8932b1,"(2, 11)"
8932c1,"(-9, 11)"
8932d1,"(-3, 1)"
8934b1,"(-3, 2)"
8934b2,"(9, 0)"
8935a1,"(3, 7)"
8940a1,"(48, 321)"
8940b1,"(-15, 75)"
8940b2,"(-10, 90)"
8940c1,"(-11, 66)"
8940c2,"(106, 1155)"
8940d1,"(10, 27)"
8940e1,"(1004, 31674)"
8940i1,"(1290, -54675)"
8940j1,"(3, 3)"
8942a1,"(1157, 38781)"
8942a2,"(28, 11)"
8944c1,"(113/4, 1209/8)"
8944c2,"(-7, 12)"
8944d1,"(144, 1664)"
8944d2,"(32, 208)"
8944d3,"(-200, 1352)"
8946a1,"(86, 325)"
8946c1,"(218, 3027)"
8946e1,"(261, 4014)"
8946f1,"(15, 267)"
8946g1,"(-5, 3)"
8946g2,"(-5, 38)"
8946o1,"(9, 19)"
8946p1,"(-65, 2678)"
8946q1,"(267/4, 2645/8)"
8946r1,"(159/4, 1727/8)"
8946r2,"(11751/100, 684271/1000)"
8946s1,"(9, 202)"
8946s2,"(151, 1350)"
8946x1,"(21, 52)"
8946x2,"(-15, 259)"
8946y1,"(5, 249)"
8946y2,"(119, -375)"
8947a1,"(43, 264)"
8949a1,"(3910, 242572)"
8949a2,"(10, 2)"
8949b1,"(21/4, 1409/8)"
8950a1,"(92, 266)"
8950a2,"(-608, 541)"
8950b1,"(5, 35)"
8950b2,"(75, 675)"
8950e1,"(2, 61)"
8950f1,"(-168360/289, 1433060/4913)"
8950g1,"(1557/16, 57229/64)"
8950g2,"(227, 2886)"
8950h1,"(42, 229)"
8950i1,"(-59, 208)"
8950i2,"(-359, 183)"
8950j1,"(12, -206)"
8950k1,"(-39, 83)"
8954a1,"(53, -25)"
8954b1,"(294, 4396)"
8954c1,"(147, 1537)"
8954d1,"(11, -5)"
8954d2,"(19, 138)"
8955b1,"(4, -29)"
8955d1,"(177, 2349)"
8955d2,"(18919737/7474756, 627307230815/20435982904)"
8957a1,"(127, 1276)"
8957a2,"(-41, 285)"
8957b1,"(-2, 26)"
8957c1,"(2360982/841, -3660781827/24389)"
8957c2,"(71824/841, 659030/24389)"
8957d1,"(6, 4)"
8957d2,"(10, 14)"
8958a1,"(2, 3)"
8958b1,"(31/4, 89/8)"
8958b2,"(1591/36, 61187/216)"
8958c1,"(2, -10)"
8960a1,"(4, 12)"
8960a2,"(1, 35)"
8960b1,"(13, 30)"
8960b2,"(83, 744)"
8960c1,"(865, 25410)"
8960c2,"(381460/441, 235325035/9261)"
8960h1,"(-5, 1)"
8960h2,"(9, 15)"
8960i1,"(17, 66)"
8960i2,"(148/9, 1837/27)"
8960j1,"(-20, 245)"
8960j2,"(-34, 175)"
8960m1,"(36, 216)"
8960m2,"(24, 80)"
8960n1,"(43, 84)"
8960n2,"(-4, 525)"
8960o1,"(12, -35)"
8960o2,"(14, 49)"
8960p1,"(3, 5)"
8960p2,"(0, 24)"
8960q1,"(-4, 5)"
8960q2,"(-2, 7)"
8960r1,"(-5, 10)"
8960r2,"(-10, 5)"
8961a1,"(11, 31)"
8961b1,"(12, 31)"
8961b2,"(-15, 154)"
8961c1,"(-593207/74529, 81768413/20346417)"
8961c2,"(1271/25, 40366/125)"
8961c3,"(-17, 124)"
8961c4,"(5411488/184041, 12114489704/78953589)"
8962a1,"(15, -6)"
8962g1,"(-21/4, 25/8)"
8962g2,"(107/4, 921/8)"
8962h1,"(23, 93)"
8962h2,"(205/9, 2549/27)"
8962i1,"(-16, 24)"
8962i2,"(-32, 24)"
8964a1,"(-3, 9)"
8964b1,"(0, 5)"
8965a1,"(13, 181)"
8965b1,"(-2, 3)"
8966a1,"(16174/225, -683273/3375)"
8966c1,"(3, 0)"
8967a1,"(13, 30)"
8967b1,"(572, 7472)"
8967g1,"(131, 1543)"
8967h1,"(555, 13450)"
8967i1,"(25, 134)"
8967j1,"(2, -11)"
8970a1,"(-8, 36)"
8970c1,"(17, 9)"
8970c2,"(-32, 56)"
8970c3,"(-97, 56)"
8970c4,"(37, 194)"
8970d1,"(398, 8121)"
8970f1,"(19, 140)"
8970g1,"(10, -103)"
8970g2,"(-86, 905)"
8970k1,"(939, -25310)"
8970k2,"(-1021, 602)"
8970l1,"(19, 65)"
8970l2,"(-41, 227)"
8970l3,"(1397, 48873)"
8970l4,"(193, 749)"
8970m1,"(53, -702)"
8970m2,"(-143, 646)"
8970o1,"(1863, 83618)"
8970o2,"(-1143, 23656)"
8970o3,"(10317, 331996)"
8970o4,"(-337, 201418)"
8970o5,"(22235565/49, -104624879612/343)"
8970o6,"(92485/9, 8988916/27)"
8970q1,"(14, 38)"
8970q2,"(40, 130)"
8972a1,"(4377/16, 3/64)"
8972b1,"(5/4, 23/8)"
8972c1,"(5, 1)"
8973a1,"(58, 403)"
8973b1,"(2, -3)"
8973g1,"(5, 2)"
8973h1,"(721/36, 10475/216)"
8975a1,"(10, 6)"
8975b1,"(14, -3)"
8976g1,"(62, 22)"
8976g2,"(-6, 726)"
8976i1,"(6, 51)"
8976j1,"(-6, 12)"
8976j2,"(10, 36)"
8976r1,"(17, 20)"
8976r2,"(-8, 40)"
8976r3,"(58, 290)"
8976r4,"(26, 210)"
8976s1,"(129, 1458)"
8976s2,"(93, 198)"
8976t1,"(1, -6)"
8976u1,"(3465/16, 160867/64)"
8976u2,"(197, 2278)"
8976x1,"(-316, 5202)"
8976x2,"(-444, 4050)"
8976x3,"(-1001564/625, -4632066/15625)"
8976x4,"(1188, 44850)"
8976y1,"(-212, 1734)"
8976y2,"(-724, 198)"
8976y3,"(-351988/121, 846/1331)"
8976y4,"(11244, -1185030)"
8976z1,"(11, 12)"
8976z2,"(12, 102)"
8976ba1,"(142, -27)"
8976bf1,"(171, 2040)"
8976bf2,"(124, 510)"
8976bf3,"(74, 8160)"
8976bf4,"(-1124/25, 279174/125)"
8976bf5,"(38876/25, -868326/125)"
